Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Total Precipitation (high resolution)  [sfc];Total Cloud Cover  [sfc];Sunshine Duration  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd];Wind Speed  [900 mb];Wind Direction  [900 mb]
2014;11;01;20;00;14.23;0.00;26.00;0.00;6.88;227.12;6.62;225.00
2014;11;01;21;00;13.90;0.00;30.00;0.00;5.86;222.51;5.12;219.29
2014;11;01;22;00;13.60;0.00;37.00;0.00;5.35;222.27;4.10;217.87
2014;11;01;23;00;13.32;0.00;45.00;0.00;4.61;218.66;3.32;220.60
2014;11;02;00;00;13.13;0.00;46.00;0.00;3.89;213.69;1.80;216.87
2014;11;02;01;00;13.00;0.00;31.00;0.00;3.32;220.60;0.80;206.57
2014;11;02;02;00;12.95;0.00;36.00;0.00;2.81;219.81;0.00;180.00
2014;11;02;03;00;12.81;0.00;34.00;0.00;2.55;225.00;1.30;56.31
2014;11;02;04;00;13.33;0.00;0.00;0.00;2.28;18.43;4.68;360.00
2014;11;02;05;00;13.24;0.00;0.00;0.00;3.42;18.43;6.13;3.37
2014;11;02;06;00;13.02;0.00;0.00;0.00;4.02;26.57;7.42;14.04
2014;11;02;07;00;13.13;0.00;0.00;47.26;4.51;28.61;7.97;18.43
2014;11;02;08;00;14.59;0.00;0.00;60.00;3.42;18.43;8.31;17.65
2014;11;02;09;00;15.71;0.00;0.00;60.00;2.16;360.00;8.77;19.18
2014;11;02;10;00;16.82;0.00;0.00;60.00;1.80;306.87;6.92;38.66
2014;11;02;11;00;17.80;0.00;0.00;60.00;3.24;270.00;5.35;19.65
2014;11;02;12;00;18.60;0.00;0.00;60.00;5.45;262.41;4.38;350.54
2014;11;02;13;00;19.07;0.00;0.00;60.00;7.52;253.30;4.39;304.99
2014;11;02;14;00;19.23;0.00;0.00;60.00;9.45;252.26;5.86;280.62
2014;11;02;15;00;19.03;0.00;7.00;60.00;10.83;248.55;6.84;270.00
2014;11;02;16;00;18.47;0.00;12.00;55.53;10.97;246.80;7.77;256.61
2014;11;02;17;00;17.48;0.00;0.00;52.34;9.02;241.39;7.59;264.56
2014;11;02;18;00;16.79;0.00;0.00;1.42;6.44;243.43;6.76;295.20
2014;11;02;19;00;16.29;0.00;0.00;0.00;4.02;259.70;7.41;330.95
2014;11;02;20;00;15.89;0.00;0.00;0.00;1.80;306.87;9.00;360.00
2014;11;02;21;00;15.65;0.00;0.00;0.00;2.90;7.13;11.18;14.93
2014;11;02;22;00;15.40;0.00;0.00;0.00;4.35;24.44;12.43;22.11
2014;11;02;23;00;15.15;0.00;0.00;0.00;5.32;28.30;12.57;23.63
2014;11;03;00;00;14.54;0.00;0.00;0.00;6.29;23.63;12.77;21.50
2014;11;03;01;00;13.74;0.00;0.00;0.00;6.95;21.25;12.64;19.98
2014;11;03;02;00;12.98;0.00;0.00;0.00;7.63;19.29;12.86;17.93
2014;11;03;03;00;12.33;0.00;0.00;0.00;8.21;15.26;12.31;15.26
2014;11;03;04;00;10.26;0.00;0.00;0.00;10.83;15.42;16.30;30.53
2014;11;03;05;00;9.95;0.00;0.00;0.00;11.28;16.70;15.88;32.97
2014;11;03;06;00;9.64;0.00;0.00;0.00;11.62;16.19;15.99;31.18
2014;11;03;07;00;10.19;0.00;0.00;46.36;11.18;14.93;16.30;30.53
2014;11;03;08;00;13.25;0.00;0.00;60.00;10.39;14.04;16.75;25.46
2014;11;03;09;00;16.04;0.00;0.00;60.00;9.45;17.74;17.40;24.44
2014;11;03;10;00;18.53;0.00;0.00;60.00;8.56;22.25;18.06;23.50
2014;11;03;11;00;20.51;0.00;0.00;60.00;7.75;21.80;15.83;17.20
2014;11;03;12;00;21.98;0.00;0.00;60.00;6.83;18.43;14.15;14.74
2014;11;03;13;00;22.88;0.00;0.00;60.00;5.80;7.13;11.90;3.47
2014;11;03;14;00;23.25;0.00;0.00;60.00;5.04;360.00;11.18;3.69
2014;11;03;15;00;23.19;0.00;0.00;60.00;4.68;337.38;11.16;360.00
2014;11;03;16;00;22.44;0.00;0.00;60.00;5.09;315.00;12.26;356.63
2014;11;03;17;00;20.67;0.00;0.00;60.00;4.69;302.47;15.12;360.00
2014;11;03;18;00;19.16;0.00;0.00;0.52;5.15;335.22;17.06;7.28
2014;11;03;19;00;17.95;0.00;0.00;0.00;6.49;356.82;19.83;15.80
2014;11;03;20;00;17.04;0.00;0.00;0.00;7.99;7.77;21.60;23.57
2014;11;03;21;00;16.21;0.00;0.00;0.00;9.26;13.50;23.53;29.31
2014;11;03;22;00;15.25;0.00;0.00;0.00;10.48;15.95;24.08;31.55
2014;11;03;23;00;14.09;0.00;0.00;0.00;11.28;16.70;25.01;30.26
2014;11;04;00;00;13.01;0.00;0.00;0.00;12.07;17.35;25.14;29.13
2014;11;04;01;00;12.09;0.00;0.00;0.00;12.86;17.93;25.12;25.46
2014;11;04;02;00;11.35;0.00;0.00;0.00;13.21;17.45;24.82;23.96
2014;11;04;03;00;10.73;0.00;0.00;0.00;13.90;16.56;24.74;21.34
2014;11;04;04;00;10.39;0.00;0.00;0.00;13.10;15.95;24.01;23.88
2014;11;04;05;00;10.00;0.00;0.00;0.00;13.55;16.99;24.34;23.53
2014;11;04;06;00;9.66;0.00;0.00;0.00;13.90;16.56;24.34;23.53
2014;11;04;07;00;10.06;0.00;0.00;45.45;13.90;16.56;24.32;25.43
2014;11;04;08;00;13.07;0.00;0.00;60.00;11.28;16.70;24.31;27.32
2014;11;04;09;00;17.63;0.00;0.00;60.00;10.03;21.04;23.68;28.12
2014;11;04;10;00;20.70;0.00;0.00;60.00;10.79;25.71;23.02;26.97
2014;11;04;11;00;22.81;0.00;0.00;60.00;10.99;31.61;18.64;10.01
2014;11;04;12;00;24.19;0.00;0.00;60.00;10.59;35.31;17.73;12.91
2014;11;04;13;00;25.10;0.00;0.00;60.00;9.20;30.58;15.75;10.54
2014;11;04;14;00;25.60;0.00;0.00;60.00;6.62;22.38;14.56;8.53
2014;11;04;15;00;25.54;0.00;0.00;60.00;4.69;4.40;14.92;8.33
2014;11;04;16;00;24.59;0.00;0.00;60.00;4.02;333.43;16.39;8.84
2014;11;04;17;00;22.42;0.00;0.00;59.65;3.89;326.31;18.71;11.09
2014;11;04;18;00;20.79;0.00;0.00;0.00;5.45;352.41;21.07;16.89
2014;11;04;19;00;19.81;0.00;0.00;0.00;7.57;2.73;22.46;21.63
2014;11;04;20;00;19.14;0.00;0.00;0.00;8.91;14.04;23.67;26.18
2014;11;04;21;00;18.17;0.00;0.00;0.00;10.25;18.43;24.16;28.47
2014;11;04;22;00;16.84;0.00;0.00;0.00;11.38;18.43;24.02;29.64
2014;11;04;23;00;15.30;0.00;0.00;0.00;12.18;18.97;23.89;30.82
2014;11;05;00;00;13.98;0.00;0.00;0.00;12.64;19.98;22.60;30.65
2014;11;05;01;00;13.02;0.00;0.00;0.00;12.98;19.44;21.12;29.62
2014;11;05;02;00;12.29;0.00;0.00;0.00;13.32;18.92;19.80;27.03
2014;11;05;03;00;11.67;0.00;0.00;0.00;13.66;18.43;18.20;24.54
2014;11;05;04;00;12.25;0.00;0.00;0.00;13.32;18.92;19.19;23.20
2014;11;05;05;00;11.95;0.00;0.00;0.00;13.32;18.92;18.72;22.62
2014;11;05;06;00;11.65;0.00;0.00;0.00;13.66;18.43;18.58;21.60
2014;11;05;07;00;12.09;0.00;0.00;44.54;13.66;18.43;18.58;21.60
2014;11;05;08;00;15.02;0.00;0.00;60.00;11.28;16.70;18.72;22.62
2014;11;05;09;00;19.40;0.00;0.00;60.00;9.36;22.62;18.68;25.08
2014;11;05;10;00;23.06;0.00;0.00;60.00;9.66;26.57;19.32;26.57
2014;11;05;11;00;25.57;0.00;0.00;60.00;9.09;33.69;18.20;24.54
2014;11;05;12;00;27.18;0.00;0.00;60.00;7.65;41.19;14.35;17.53
2014;11;05;13;00;28.12;0.00;0.00;60.00;5.60;45.00;11.97;21.16
2014;11;05;14;00;28.41;0.00;0.00;60.00;3.05;45.00;9.35;15.64
2014;11;05;15;00;28.08;0.00;0.00;60.00;1.08;360.00;9.18;11.31
2014;11;05;16;00;26.89;0.00;0.00;60.00;2.55;278.13;9.78;6.34
2014;11;05;17;00;24.61;0.00;0.00;58.80;3.32;310.60;11.53;1.79
2014;11;05;18;00;23.19;0.00;0.00;0.00;5.01;338.96;12.62;3.27
2014;11;05;19;00;22.34;0.00;0.00;0.00;6.48;360.00;13.44;7.70
2014;11;05;20;00;21.97;0.00;0.00;0.00;7.34;11.31;13.63;12.20
2014;11;05;21;00;21.49;0.00;0.00;0.00;7.97;18.43;13.44;20.38
2014;11;05;22;00;20.92;0.00;0.00;0.00;8.56;22.25;12.24;28.07
2014;11;05;23;00;20.25;0.00;0.00;0.00;9.36;22.62;10.69;32.62
2014;11;06;00;00;19.53;0.00;0.00;0.00;9.36;22.62;8.79;34.99
2014;11;06;01;00;18.83;0.00;0.00;0.00;9.69;21.80;7.49;35.22
2014;11;06;02;00;17.97;0.00;0.00;0.00;10.16;22.93;6.64;40.60
2014;11;06;03;00;17.03;0.00;0.00;0.00;10.50;22.17;5.86;42.51
2014;11;06;04;00;14.82;0.00;0.00;0.00;11.63;21.80;4.51;61.39
2014;11;06;05;00;14.39;0.00;0.00;0.00;11.63;21.80;3.55;66.04
2014;11;06;06;00;13.97;0.00;0.00;0.00;11.97;21.16;2.74;66.80
2014;11;06;07;00;14.18;0.00;0.00;43.63;11.97;21.16;1.80;90.00
2014;11;06;08;00;16.79;0.00;0.00;60.00;10.03;21.04;1.53;135.00
2014;11;06;09;00;20.94;0.00;0.00;60.00;6.76;25.20;1.80;180.00
2014;11;06;10;00;25.14;0.00;0.00;60.00;4.90;36.03;1.80;180.00
2014;11;06;11;00;27.61;0.00;0.00;60.00;1.14;18.43;0.36;90.00
2014;11;06;12;00;28.96;0.00;0.00;60.00;2.90;240.26;0.36;360.00
2014;11;06;13;00;29.50;0.00;0.00;60.00;6.12;241.93;1.44;270.00
2014;11;06;14;00;29.36;0.00;0.00;60.00;7.59;238.57;2.52;270.00
2014;11;06;15;00;28.71;0.00;0.00;60.00;8.40;239.04;3.60;270.00
2014;11;06;16;00;27.42;0.00;0.00;60.00;7.90;239.93;4.90;287.10
2014;11;06;17;00;25.29;0.00;0.00;57.97;5.80;240.26;5.62;309.81
2014;11;06;18;00;23.89;0.00;0.00;0.00;4.33;265.24;5.69;325.30
2014;11;06;19;00;23.11;0.00;0.00;0.00;2.81;309.81;4.45;345.96
2014;11;06;20;00;22.47;0.00;0.00;0.00;3.60;360.00;4.33;4.76
2014;11;06;21;00;22.02;0.00;0.00;0.00;5.35;19.65;4.10;15.26
2014;11;06;22;00;21.67;0.00;0.00;0.00;5.82;21.80;3.88;21.80
2014;11;06;23;00;21.27;0.00;0.00;0.00;6.29;23.63;3.71;29.05
2014;11;07;00;00;20.81;0.00;0.00;0.00;7.09;23.96;3.83;41.19
2014;11;07;01;00;20.31;0.00;0.00;0.00;7.57;25.35;3.83;48.81
2014;11;07;02;00;19.90;0.00;0.00;0.00;7.90;24.23;3.83;48.81
2014;11;07;03;00;19.33;0.00;0.00;0.00;8.23;23.20;3.89;56.31
2014;11;07;04;00;16.86;0.00;0.00;0.00;10.50;22.17;4.10;52.13
2014;11;07;05;00;15.94;0.00;0.00;0.00;10.50;22.17;3.83;48.81
2014;11;07;06;00;15.10;0.00;0.00;0.00;10.83;21.45;4.10;52.13
2014;11;07;07;00;14.85;0.00;0.00;42.71;10.83;21.45;4.33;48.37
2014;11;07;08;00;17.06;0.00;0.00;60.00;9.23;20.56;4.84;41.99
2014;11;07;09;00;20.97;0.00;0.00;60.00;5.82;21.80;5.12;39.29
2014;11;07;10;00;24.59;0.00;0.00;60.00;3.22;26.57;5.50;31.61
2014;11;07;11;00;26.80;0.00;0.00;60.00;0.00;180.00;6.12;28.07
2014;11;07;12;00;27.88;0.00;0.00;60.00;2.81;230.19;4.90;17.10
2014;11;07;13;00;28.28;0.00;0.00;60.00;4.69;237.53;5.04;360.00
2014;11;07;14;00;28.19;0.00;0.00;60.00;6.30;239.04;4.90;342.90
2014;11;07;15;00;27.61;0.00;0.00;60.00;7.59;238.57;5.50;328.39
2014;11;07;16;00;26.37;0.00;0.00;60.00;7.29;237.09;7.10;329.53
2014;11;07;17;00;24.24;0.00;0.00;57.17;5.50;238.39;7.57;334.65
2014;11;07;18;00;22.91;0.00;0.00;0.00;3.26;263.66;6.83;341.57
2014;11;07;19;00;22.07;0.00;0.00;0.00;2.31;321.34;5.80;352.87
2014;11;07;20;00;21.68;0.00;0.00;0.00;4.02;10.30;5.05;4.09
2014;11;07;21;00;21.41;0.00;0.00;0.00;5.63;26.57;5.24;15.95
2014;11;07;22;00;21.09;0.00;0.00;0.00;6.12;28.07;5.32;28.30
2014;11;07;23;00;20.70;0.00;0.00;0.00;6.76;25.20;5.50;31.61
2014;11;08;00;00;20.30;0.00;0.00;0.00;7.42;22.83;6.19;35.54
2014;11;08;01;00;19.82;0.00;0.00;0.00;8.23;23.20;7.20;36.87
2014;11;08;02;00;19.16;0.00;0.00;0.00;8.89;21.37;7.49;35.22
2014;11;08;03;00;18.46;0.00;0.00;0.00;9.23;20.56;7.99;35.84
2014;11;08;04;00;16.19;0.00;0.00;0.00;10.70;19.65;9.45;49.64
2014;11;08;05;00;15.23;0.00;0.00;0.00;11.04;19.03;9.18;48.18
2014;11;08;06;00;14.46;0.00;0.90;0.00;11.38;18.43;9.18;48.18
2014;11;08;07;00;14.44;0.00;1.20;41.39;11.38;18.43;8.67;48.37
2014;11;08;08;00;16.92;0.00;1.80;59.23;9.45;17.74;8.15;45.00
2014;11;08;09;00;20.95;0.00;5.70;58.85;5.82;21.80;7.65;41.19
2014;11;08;10;00;24.61;0.00;7.50;56.36;3.60;36.87;7.13;45.00
2014;11;08;11;00;26.86;0.00;8.10;55.21;0.80;63.43;6.64;40.60
2014;11;08;12;00;28.16;0.00;7.20;54.83;1.94;201.80;4.69;32.47
2014;11;08;13;00;28.69;0.00;7.20;55.40;4.33;221.63;2.28;18.43
2014;11;08;14;00;28.71;0.00;9.00;55.40;6.13;220.24;0.80;296.57
2014;11;08;15;00;28.05;0.00;9.30;54.26;7.90;226.85;3.24;270.00
2014;11;08;16;00;26.74;0.00;7.80;54.06;7.93;230.53;4.68;270.00
2014;11;08;17;00;24.52;0.00;9.30;51.71;5.40;233.13;4.33;274.76
2014;11;08;18;00;23.08;0.00;12.00;0.00;3.71;240.95;2.97;284.04
2014;11;08;19;00;22.22;0.00;11.40;0.00;1.08;270.00;1.08;270.00
2014;11;08;20;00;21.68;0.00;10.50;0.00;1.84;11.31;0.80;206.57
2014;11;08;21;00;21.37;0.00;13.80;0.00;3.60;36.87;1.80;180.00
2014;11;08;22;00;21.10;0.00;16.20;0.00;4.84;41.99;2.52;180.00
2014;11;08;23;00;20.76;0.00;12.60;0.00;5.40;36.87;2.88;180.00
2014;11;09;00;00;20.40;0.00;12.30;0.00;5.99;32.74;3.24;180.00
2014;11;09;01;00;20.02;0.00;8.10;0.00;6.30;30.96;2.88;180.00
2014;11;09;02;00;19.63;0.00;6.90;0.00;6.61;29.36;2.88;180.00
2014;11;09;03;00;19.26;0.00;6.30;0.00;6.92;27.90;2.16;180.00
2014;11;09;04;00;18.83;0.00;0.00;0.00;7.42;22.83;1.84;281.31
2014;11;09;05;00;18.48;0.00;0.00;0.00;7.57;25.35;1.80;270.00
2014;11;09;06;00;18.23;0.00;0.00;0.00;7.57;25.35;1.30;236.31
2014;11;09;07;00;18.29;0.00;0.00;40.86;7.57;25.35;1.94;201.80
2014;11;09;08;00;18.80;0.00;0.00;60.00;6.29;23.63;2.88;180.00
2014;11;09;09;00;21.54;0.00;0.00;60.00;1.80;36.87;3.24;180.00
2014;11;09;10;00;23.53;0.00;0.00;60.00;3.24;180.00;3.98;185.19
2014;11;09;11;00;24.84;0.00;0.00;60.00;6.44;206.57;4.38;189.46
2014;11;09;12;00;25.65;0.00;0.00;60.00;8.29;214.38;5.01;201.04
2014;11;09;13;00;25.98;0.00;0.00;60.00;9.79;216.03;6.29;203.63
2014;11;09;14;00;25.79;0.00;0.00;60.00;10.01;217.69;6.62;202.38
2014;11;09;15;00;25.19;0.00;0.00;60.00;9.89;213.11;6.73;195.52
2014;11;09;16;00;24.02;0.00;0.00;60.00;8.89;211.76;6.29;193.24
2014;11;09;17;00;22.21;0.00;1.00;55.64;6.44;206.57;6.38;196.39
2014;11;09;18;00;20.78;0.00;2.00;0.00;4.68;202.62;6.62;202.38
2014;11;09;19;00;19.62;0.00;15.00;0.00;3.67;191.31;7.24;206.57
2014;11;09;20;00;18.79;0.00;28.00;0.00;3.24;180.00;8.05;206.57
2014;11;09;21;00;18.07;0.00;21.00;0.00;3.32;167.47;8.53;207.65
2014;11;09;22;00;17.35;0.00;29.00;0.00;3.22;153.43;9.02;208.61
2014;11;09;23;00;16.74;0.00;29.00;0.00;3.40;147.99;9.66;206.57
2014;11;10;00;00;16.09;0.00;44.00;0.00;3.10;144.46;9.34;207.55
2014;11;10;01;00;15.71;0.00;100.00;0.00;2.81;140.19;9.02;208.61
2014;11;10;02;00;15.50;0.00;100.00;0.00;2.81;129.81;8.22;208.81
2014;11;10;03;00;15.29;0.00;100.00;0.00;2.60;123.69;7.10;210.47
2014;11;10;04;00;14.62;0.00;29.00;0.00;3.26;83.66;5.45;172.41
2014;11;10;05;00;14.40;0.00;29.00;0.00;3.26;83.66;5.15;167.91
2014;11;10;06;00;14.14;0.00;96.00;0.00;3.24;90.00;5.51;168.69
2014;11;10;07;00;14.29;0.00;100.00;0.00;3.96;90.00;5.86;169.38
2014;11;10;08;00;15.09;0.00;100.00;0.00;3.60;126.87;6.29;166.76
2014;11;10;09;00;16.00;0.00;100.00;0.00;5.59;165.07;6.73;164.48
2014;11;10;10;00;17.23;0.00;35.00;0.00;7.56;180.00;6.73;164.48
2014;11;10;11;00;18.42;0.00;35.00;37.66;9.42;186.58;6.38;163.61
2014;11;10;12;00;19.10;0.00;36.00;37.66;10.74;193.57;6.38;163.61
2014;11;10;13;00;19.39;0.00;35.00;37.02;11.62;196.19;8.67;184.76
2014;11;10;14;00;19.21;0.00;36.00;37.66;12.41;196.86;9.47;188.75
2014;11;10;15;00;18.65;0.00;37.00;37.02;11.53;194.47;9.39;184.40
2014;11;10;16;00;17.84;0.00;100.00;36.38;10.24;190.12;7.56;180.00
2014;11;10;17;00;16.89;0.00;100.00;0.00;8.67;184.76;6.12;151.93
2014;11;10;18;00;16.18;0.00;100.00;0.00;7.56;180.00;7.42;140.91
2014;11;10;19;00;15.61;0.00;100.00;0.00;6.84;180.00;8.94;139.90
2014;11;10;20;00;15.14;0.00;100.00;0.00;6.49;176.82;9.45;139.64
2014;11;10;21;00;14.80;0.00;100.00;0.00;6.16;173.29;9.18;138.18
2014;11;10;22;00;14.55;0.00;100.00;0.00;5.45;172.41;8.67;138.37
2014;11;10;23;00;14.31;0.00;100.00;0.00;5.24;164.05;8.15;135.00
2014;11;11;00;00;14.16;0.00;100.00;0.00;4.55;161.57;7.65;138.81
2014;11;11;01;00;14.05;0.00;100.00;0.00;4.35;155.56;6.99;145.49
2014;11;11;02;00;13.78;0.00;100.00;0.00;4.20;149.04;5.99;147.26
2014;11;11;03;00;13.69;0.00;100.00;0.00;4.33;138.37;5.19;146.31
2014;11;11;04;00;15.23;0.00;100.00;0.00;3.96;180.00;2.55;171.87
2014;11;11;05;00;15.10;0.00;100.00;0.00;3.96;180.00;1.44;180.00
2014;11;11;06;00;15.01;0.00;100.00;0.00;4.02;169.70;1.02;135.00
2014;11;11;07;00;15.01;0.00;100.00;0.00;4.45;165.96;1.61;116.57
2014;11;11;08;00;15.28;0.00;100.00;0.00;5.15;167.91;2.10;120.96
2014;11;11;09;00;15.74;0.00;100.00;0.00;6.13;176.63;2.04;135.00
2014;11;11;10;00;15.92;0.00;100.00;0.00;7.56;180.00;3.10;144.46
2014;11;11;11;00;16.29;0.00;100.00;0.00;8.71;187.13;3.76;163.30
2014;11;11;12;00;16.59;0.00;100.00;0.00;9.45;197.74;4.32;180.00
2014;11;11;13;00;16.73;0.00;100.00;0.00;10.50;202.17;5.86;190.62
2014;11;11;14;00;16.71;0.00;100.00;0.00;10.64;203.96;6.03;197.35
2014;11;11;15;00;16.50;0.00;100.00;0.00;10.95;207.41;6.12;208.07
2014;11;11;16;00;16.10;0.00;100.00;0.00;10.32;209.25;5.69;214.70
2014;11;11;17;00;15.58;0.00;100.00;0.00;9.02;208.61;4.10;217.87
2014;11;11;18;00;15.25;0.00;100.00;0.00;7.57;205.35;3.22;206.57
2014;11;11;19;00;15.00;0.00;100.00;0.00;6.15;200.56;3.26;186.34
2014;11;11;20;00;14.79;0.00;100.00;0.00;5.35;199.65;3.60;180.00
2014;11;11;21;00;14.54;0.00;100.00;0.00;4.55;198.43;3.60;180.00
2014;11;11;22;00;14.39;0.00;100.00;0.00;4.45;194.04;3.24;180.00
2014;11;11;23;00;14.17;0.00;100.00;0.00;4.10;195.26;2.28;198.43
2014;11;12;00;00;14.09;0.00;100.00;0.00;4.02;206.57;1.94;248.20
2014;11;12;01;00;13.91;0.00;100.00;0.00;3.71;209.05;2.19;279.46
2014;11;12;02;00;13.83;0.00;100.00;0.00;3.40;212.01;2.81;309.81
2014;11;12;03;00;13.68;0.00;100.00;0.00;3.40;212.01;2.90;330.26
2014;11;12;04;00;14.45;0.00;100.00;0.00;4.33;221.63;1.80;270.00
2014;11;12;05;00;14.39;0.00;100.00;0.00;3.83;221.19;1.14;288.43
2014;11;12;06;00;14.36;0.00;100.00;0.00;3.60;216.87;1.08;360.00
2014;11;12;07;00;14.51;0.00;100.00;0.00;3.60;216.87;1.08;360.00
2014;11;12;08;00;14.94;0.00;100.00;0.00;3.89;213.69;1.02;45.00
2014;11;12;09;00;15.53;0.00;100.00;0.00;5.19;213.69;0.80;63.43
2014;11;12;10;00;16.31;0.00;32.00;0.00;6.49;213.69;0.36;90.00
2014;11;12;11;00;16.90;0.00;34.00;39.57;7.90;210.07;1.44;180.00
2014;11;12;12;00;17.22;0.00;100.00;38.30;9.39;212.47;3.55;203.96
2014;11;12;13;00;17.31;0.00;100.00;0.00;10.59;215.31;4.84;221.99
2014;11;12;14;00;17.33;0.00;37.00;0.00;11.02;218.37;4.90;233.97
2014;11;12;15;00;17.14;0.00;36.00;36.38;11.02;218.37;5.00;239.74
2014;11;12;16;00;16.76;0.00;31.00;37.02;10.23;219.29;4.02;259.70
2014;11;12;17;00;16.12;0.00;32.00;35.88;8.44;219.81;3.42;288.43
2014;11;12;18;00;15.69;0.00;84.00;0.00;7.15;220.91;3.56;315.00
2014;11;12;19;00;15.35;0.00;100.00;0.00;6.13;220.24;3.22;333.43
2014;11;12;20;00;15.09;0.00;100.00;0.00;5.62;219.81;2.97;345.96
2014;11;12;21;00;14.91;0.00;100.00;0.00;5.12;219.29;2.74;336.80
2014;11;12;22;00;14.79;0.00;100.00;0.00;4.61;218.66;3.05;315.00
2014;11;12;23;00;14.72;0.00;100.00;0.00;4.10;217.87;3.71;299.05
2014;11;13;00;00;14.59;0.00;100.00;0.00;3.83;221.19;3.42;288.43
2014;11;13;01;00;14.56;0.00;100.00;0.00;3.32;220.60;3.76;286.70
2014;11;13;02;00;14.54;0.00;100.00;0.00;3.56;225.00;3.76;286.70
2014;11;13;03;00;14.55;0.00;100.00;0.00;3.56;225.00;3.88;291.80
2014;11;13;04;00;15.20;0.00;100.00;0.00;2.16;270.00;6.92;278.97
2014;11;13;05;00;15.09;0.00;40.00;0.00;1.80;270.00;6.49;289.44
2014;11;13;06;00;14.97;0.00;100.00;0.00;0.36;270.00;5.80;299.74
2014;11;13;07;00;15.25;0.00;100.00;0.00;0.72;180.00;5.96;295.02
2014;11;13;08;00;15.89;0.00;100.00;0.00;2.90;187.13;5.69;288.43
2014;11;13;09;00;16.72;0.00;100.00;0.00;5.35;199.65;4.38;279.46
2014;11;13;10;00;17.73;0.00;100.00;0.00;7.73;207.76;4.74;278.75
2014;11;13;11;00;18.51;0.00;100.00;0.00;9.39;212.47;3.42;251.57
2014;11;13;12;00;19.11;0.00;87.00;0.00;10.80;216.87;7.75;201.80
2014;11;13;13;00;19.53;0.00;100.00;4.47;11.75;220.03;10.69;212.62
2014;11;13;14;00;19.61;0.00;100.00;0.00;11.97;223.78;9.59;214.29
2014;11;13;15;00;19.37;0.00;100.00;0.00;11.97;223.78;8.15;225.00
2014;11;13;16;00;18.94;0.00;100.00;0.00;11.25;219.81;5.99;237.26
2014;11;13;17;00;18.29;0.00;100.00;0.00;9.50;217.30;4.69;265.60
2014;11;13;18;00;17.86;0.00;100.00;0.00;8.29;214.38;3.98;275.19
2014;11;13;19;00;17.58;0.00;100.00;0.00;7.79;213.69;3.60;270.00
2014;11;13;20;00;17.39;0.00;100.00;0.00;7.10;210.47;4.02;259.70
2014;11;13;21;00;17.26;0.00;100.00;0.00;6.61;209.36;4.35;245.56
2014;11;13;22;00;17.13;0.00;100.00;0.00;6.12;208.07;4.10;232.13
2014;11;13;23;00;17.03;0.00;100.00;0.00;5.80;209.74;3.83;228.81
2014;11;14;00;00;16.95;0.00;100.00;0.00;5.32;208.30;2.81;230.19
2014;11;14;01;00;16.84;0.00;100.00;0.00;5.00;210.26;1.30;236.31
2014;11;14;02;00;16.83;0.00;100.00;0.00;4.02;206.57;0.51;45.00
2014;11;14;03;00;16.78;0.00;100.00;0.00;3.89;213.69;2.41;26.57
2014;11;14;04;00;16.86;0.00;100.00;0.00;3.55;246.04;5.80;352.87
2014;11;14;05;00;16.81;0.00;100.00;0.00;3.76;253.30;6.03;342.65
2014;11;14;06;00;16.69;0.00;100.00;0.00;2.90;262.87;7.95;354.81
2014;11;14;07;00;16.64;0.00;100.00;0.00;2.52;270.00;7.56;360.00
2014;11;14;08;00;16.95;0.00;100.00;0.00;2.55;261.87;7.57;2.73
2014;11;14;09;00;17.61;0.00;100.00;0.00;4.10;254.74;7.57;357.27
2014;11;14;10;00;18.42;0.00;100.00;0.00;5.48;246.80;4.90;17.10
2014;11;14;11;00;19.15;0.00;21.00;0.00;6.49;236.31;1.94;21.80
2014;11;14;12;00;19.84;0.00;21.00;46.60;8.44;230.19;1.84;281.31
2014;11;14;13;00;20.05;0.00;21.00;46.60;10.95;226.33;3.62;264.29
2014;11;14;14;00;19.88;0.00;24.00;46.60;11.46;226.27;5.01;248.96
2014;11;14;15;00;19.39;0.00;30.00;44.68;12.26;229.76;6.49;250.56
2014;11;14;16;00;18.61;0.00;35.00;40.85;10.97;228.99;6.49;266.82
2014;11;14;17;00;17.88;0.00;100.00;32.80;8.40;223.26;6.62;292.38
2014;11;14;18;00;17.49;0.00;100.00;0.00;6.37;227.29;8.21;307.87
2014;11;14;19;00;17.11;0.00;100.00;0.00;4.84;228.01;8.91;313.36
2014;11;14;20;00;16.75;0.00;100.00;0.00;3.32;229.40;9.18;318.18
2014;11;14;21;00;16.57;0.00;100.00;0.00;2.04;225.00;9.45;319.64
2014;11;14;22;00;16.36;0.00;100.00;0.00;0.80;206.57;9.45;319.64
2014;11;14;23;00;16.10;0.00;100.00;0.00;0.72;180.00;9.67;315.00
2014;11;15;00;00;15.98;0.00;100.00;0.00;1.08;180.00;9.50;307.30
2014;11;15;01;00;15.80;0.00;100.00;0.00;0.72;180.00;8.29;304.38
2014;11;15;02;00;15.65;0.00;100.00;0.00;0.72;180.00;7.93;309.47
2014;11;15;03;00;15.47;0.00;100.00;0.00;0.00;180.00;8.65;315.00
2014;11;15;04;00;13.91;0.00;0.00;0.00;6.15;20.56;9.50;294.62
2014;11;15;05;00;13.30;0.00;0.00;0.00;6.29;23.63;9.34;297.55
