Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Total Precipitation (high resolution)  [sfc];Total Cloud Cover  [sfc];Sunshine Duration  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd];Wind Speed  [900 mb];Wind Direction  [900 mb]
2014;01;14;10;00;16.88;0.00;0.00;60.00;13.32;18.92;41.62;40.44
2014;01;14;11;00;20.80;0.00;0.00;60.00;14.84;22.83;42.13;40.50
2014;01;14;12;00;23.54;0.00;0.00;60.00;15.94;25.41;40.93;39.29
2014;01;14;13;00;25.41;0.00;0.00;60.00;16.75;28.22;38.09;36.54
2014;01;14;14;00;26.49;0.00;0.00;60.00;17.29;31.37;33.85;29.29
2014;01;14;15;00;26.87;0.00;0.00;60.00;17.29;31.37;30.49;22.93
2014;01;14;16;00;26.31;0.00;0.00;60.00;15.46;27.76;31.11;23.90
2014;01;14;17;00;24.89;0.00;0.00;60.00;12.52;18.43;33.66;32.33
2014;01;14;18;00;23.00;0.00;0.00;8.60;13.55;16.99;35.94;42.16
2014;01;14;19;00;19.99;0.00;0.00;0.00;14.69;17.10;38.71;46.51
2014;01;14;20;00;17.43;0.00;0.00;0.00;15.73;15.95;39.74;47.20
2014;01;14;21;00;15.65;0.00;0.00;0.00;15.73;15.95;40.74;46.43
2014;01;14;22;00;14.28;0.00;0.00;0.00;16.07;15.59;37.17;44.22
2014;01;14;23;00;13.18;0.00;0.00;0.00;16.17;16.82;30.15;40.16
2014;01;15;00;00;12.29;0.00;0.00;0.00;16.52;16.46;25.07;35.06
2014;01;15;01;00;11.53;0.00;0.00;0.00;16.52;16.46;21.12;29.62
2014;01;15;02;00;10.88;0.00;0.00;0.00;16.86;16.11;18.84;26.08
2014;01;15;03;00;10.34;0.00;0.00;0.00;17.31;16.93;18.19;27.07
2014;01;15;04;00;9.86;0.00;0.00;0.00;16.86;16.11;18.36;28.07
2014;01;15;05;00;9.40;0.00;0.00;0.00;17.42;18.06;17.41;29.74
2014;01;15;06;00;9.03;0.00;0.00;0.00;17.08;18.43;15.38;32.57
2014;01;15;07;00;8.70;0.00;0.00;2.07;17.31;16.93;13.71;29.93
2014;01;15;08;00;9.76;0.00;0.00;60.00;16.28;18.03;12.90;30.14
2014;01;15;09;00;13.17;0.00;0.00;60.00;14.00;17.97;13.22;29.36
2014;01;15;10;00;17.62;0.00;0.00;60.00;13.24;22.38;13.20;25.87
2014;01;15;11;00;21.19;0.00;0.00;60.00;13.68;26.57;12.56;27.30
2014;01;15;12;00;23.76;0.00;0.00;60.00;13.36;27.26;12.88;26.57
2014;01;15;13;00;25.26;0.00;0.00;60.00;13.36;27.26;14.84;22.83
2014;01;15;14;00;26.19;0.00;0.00;60.00;12.88;26.57;15.14;357.27
2014;01;15;15;00;26.56;0.00;0.00;60.00;12.07;26.57;16.56;358.75
2014;01;15;16;00;26.10;0.00;0.00;60.00;10.03;21.04;18.78;4.40
2014;01;15;17;00;24.97;0.00;0.00;60.00;8.83;11.77;21.83;13.35
2014;01;15;18;00;23.68;0.00;0.00;9.54;9.61;12.99;22.43;18.73
2014;01;15;19;00;22.31;0.00;0.00;0.00;10.83;15.42;21.75;24.44
2014;01;15;20;00;20.41;0.00;0.00;0.00;12.07;17.35;20.81;30.11
2014;01;15;21;00;17.98;0.00;0.00;0.00;13.21;17.45;18.78;32.47
2014;01;15;22;00;15.83;0.00;0.00;0.00;13.90;16.56;15.88;32.97
2014;01;15;23;00;14.37;0.00;0.00;0.00;14.35;17.53;13.58;32.01
2014;01;16;00;00;13.39;0.00;0.00;0.00;14.46;18.89;12.10;30.38
2014;01;16;01;00;12.59;0.00;0.00;0.00;14.80;18.43;10.81;29.98
2014;01;16;02;00;11.87;0.00;0.00;0.00;15.26;19.29;10.14;27.47
2014;01;16;03;00;11.26;0.00;0.00;0.00;15.14;18.00;10.79;25.71
2014;01;16;04;00;10.78;0.00;0.00;0.00;15.48;17.59;20.80;23.46
2014;01;16;05;00;10.40;0.00;0.00;0.00;15.60;18.85;22.22;26.98
2014;01;16;06;00;10.05;0.00;0.00;0.00;15.94;18.43;22.91;30.19
2014;01;16;07;00;9.71;0.00;0.00;2.31;16.28;18.03;22.60;30.65
2014;01;16;08;00;10.68;0.00;0.00;60.00;15.48;17.59;21.61;29.98
2014;01;16;09;00;13.96;0.00;0.00;60.00;13.21;17.45;20.50;30.62
2014;01;16;10;00;18.15;0.00;0.00;60.00;11.50;20.14;19.20;30.41
2014;01;16;11;00;22.00;0.00;0.00;60.00;12.72;25.11;18.89;30.96
2014;01;16;12;00;24.55;0.00;0.00;60.00;12.88;26.57;19.16;28.01
2014;01;16;13;00;26.17;0.00;0.00;60.00;12.56;27.30;19.81;19.09
2014;01;16;14;00;27.07;0.00;0.00;60.00;12.56;27.30;19.13;348.06
2014;01;16;15;00;27.42;0.00;0.00;60.00;12.90;30.14;19.80;360.00
2014;01;16;16;00;26.72;0.00;0.00;60.00;9.83;23.75;20.72;7.99
2014;01;16;17;00;25.25;0.00;0.00;60.00;8.91;14.04;22.01;15.17
2014;01;16;18;00;23.47;0.00;0.00;10.49;10.74;13.57;22.13;21.97
2014;01;16;19;00;21.28;0.00;0.00;0.00;11.53;14.47;20.29;27.47
2014;01;16;20;00;18.81;0.00;0.00;0.00;12.66;14.83;19.08;31.89
2014;01;16;21;00;16.60;0.00;0.00;0.00;13.90;16.56;17.87;34.33
2014;01;16;22;00;15.03;0.00;0.00;0.00;14.24;16.14;15.88;32.97
2014;01;16;23;00;13.89;0.00;0.00;0.00;14.69;17.10;14.02;29.20
2014;01;17;00;00;13.02;0.00;0.00;0.00;14.80;18.43;11.59;25.77
2014;01;17;01;00;12.27;0.00;0.00;0.00;15.14;18.00;9.83;23.75
2014;01;17;02;00;11.64;0.00;0.00;0.00;15.14;18.00;9.23;20.56
2014;01;17;03;00;11.08;0.00;0.00;0.00;15.26;19.29;8.31;17.65
2014;01;17;04;00;11.16;0.00;0.00;0.00;14.12;19.36;10.16;22.93
2014;01;17;05;00;10.81;0.00;0.00;0.00;14.46;18.89;9.98;25.64
2014;01;17;06;00;10.43;0.00;0.00;0.00;14.58;20.22;9.51;29.48
2014;01;17;07;00;10.08;0.00;0.00;2.57;14.46;18.89;9.39;32.47
2014;01;17;08;00;11.08;0.00;0.00;60.00;14.12;19.36;9.09;33.69
2014;01;17;09;00;14.32;0.00;0.00;60.00;11.38;18.43;9.20;30.58
2014;01;17;10;00;18.43;0.00;0.00;60.00;9.23;20.56;8.85;26.57
2014;01;17;11;00;22.14;0.00;0.00;60.00;8.70;24.44;8.56;22.25
2014;01;17;12;00;24.54;0.00;0.00;60.00;7.09;23.96;8.56;14.62
2014;01;17;13;00;25.89;0.00;0.00;60.00;5.35;19.65;8.28;360.00
2014;01;17;14;00;26.50;0.00;0.00;60.00;3.24;360.00;7.42;14.04
2014;01;17;15;00;26.47;0.00;0.00;60.00;2.28;341.57;6.99;11.89
2014;01;17;16;00;25.72;0.00;0.00;60.00;2.74;293.20;7.24;5.71
2014;01;17;17;00;23.77;0.00;0.60;60.00;2.41;296.57;7.64;8.13
2014;01;17;18;00;22.40;0.00;1.50;11.36;3.88;338.20;7.64;8.13
2014;01;17;19;00;21.43;0.00;7.20;0.00;5.05;4.09;8.05;10.30
2014;01;17;20;00;20.62;0.00;1.80;0.00;6.38;16.39;8.56;14.62
2014;01;17;21;00;19.92;0.00;0.00;0.00;7.63;19.29;9.57;19.80
2014;01;17;22;00;19.15;0.00;0.60;0.00;8.56;22.25;10.16;22.93
2014;01;17;23;00;18.18;0.00;1.80;0.00;9.36;22.62;10.14;27.47
2014;01;18;00;00;17.07;0.00;3.00;0.00;10.03;21.04;9.69;31.33
2014;01;18;01;00;15.66;0.00;9.00;0.00;10.50;22.17;9.59;34.29
2014;01;18;02;00;14.01;0.00;11.70;0.00;11.17;20.77;9.89;33.11
2014;01;18;03;00;12.75;0.00;10.50;0.00;11.84;19.54;10.38;33.69
2014;01;18;04;00;12.39;0.00;30.00;0.00;11.84;19.54;9.20;30.58
2014;01;18;05;00;12.26;0.00;30.00;0.00;11.84;19.54;9.83;28.44
2014;01;18;06;00;12.15;0.00;72.00;0.00;11.63;21.80;10.32;29.25
2014;01;18;07;00;12.10;0.00;100.00;0.67;11.97;21.16;9.69;31.33
2014;01;18;08;00;13.24;0.00;100.00;0.00;11.17;20.77;9.69;31.33
2014;01;18;09;00;16.16;0.00;100.00;0.00;8.56;22.25;9.59;34.29
2014;01;18;10;00;19.79;0.00;100.00;0.00;6.92;27.90;9.89;33.11
2014;01;18;11;00;22.44;0.00;100.00;0.00;5.69;34.70;9.89;33.11
2014;01;18;12;00;24.28;0.00;100.00;0.00;4.10;37.87;10.32;29.25
2014;01;18;13;00;25.49;0.00;100.00;0.00;2.10;30.96;9.45;17.74
2014;01;18;14;00;26.04;0.00;47.00;0.00;0.00;180.00;8.23;23.20
2014;01;18;15;00;26.03;0.00;41.00;30.00;1.53;225.00;6.49;19.44
2014;01;18;16;00;25.31;0.00;42.00;33.83;3.22;243.43;6.21;10.01
2014;01;18;17;00;23.43;0.00;43.00;33.19;3.10;234.46;5.69;18.43
2014;01;18;18;00;21.83;0.00;54.00;6.72;1.80;270.00;5.15;24.78
2014;01;18;19;00;20.77;0.00;58.00;0.00;1.44;360.00;4.10;37.87
2014;01;18;20;00;20.29;0.00;71.00;0.00;3.55;23.96;3.83;48.81
2014;01;18;21;00;20.06;0.00;100.00;0.00;4.90;36.03;3.60;53.13
2014;01;18;22;00;19.87;0.00;100.00;0.00;5.90;37.57;3.55;66.04
2014;01;18;23;00;19.59;0.00;100.00;0.00;6.19;35.54;2.90;82.87
2014;01;19;00;00;19.17;0.00;100.00;0.00;6.79;32.01;2.52;90.00
2014;01;19;01;00;18.71;0.00;100.00;0.00;7.41;29.05;2.19;99.46
2014;01;19;02;00;18.11;0.00;100.00;0.00;8.05;26.57;1.80;90.00
2014;01;19;03;00;17.52;0.00;100.00;0.00;8.23;23.20;1.80;90.00
2014;01;19;04;00;13.63;0.00;100.00;0.00;10.37;20.32;6.62;67.62
2014;01;19;05;00;13.48;0.00;100.00;0.00;10.50;22.17;6.49;70.56
2014;01;19;06;00;13.34;0.00;100.00;0.00;10.50;22.17;5.94;75.96
2014;01;19;07;00;13.23;0.00;100.00;0.00;10.50;22.17;5.45;82.41
2014;01;19;08;00;14.31;0.00;100.00;0.00;10.03;21.04;4.68;90.00
2014;01;19;09;00;17.09;0.00;51.00;0.00;6.95;21.25;4.38;99.46
2014;01;19;10;00;20.24;0.00;38.00;27.45;4.69;32.47;2.90;119.74
2014;01;19;11;00;22.45;0.00;34.00;35.74;2.28;71.57;3.10;125.54
2014;01;19;12;00;23.87;0.00;32.00;38.30;1.84;168.69;2.74;113.20
2014;01;19;13;00;24.69;0.00;34.00;39.57;4.21;199.98;1.61;116.57
2014;01;19;14;00;24.93;0.00;38.00;38.30;5.96;205.02;2.28;161.57
2014;01;19;15;00;24.68;0.00;37.00;35.74;6.99;214.51;2.52;180.00
2014;01;19;16;00;23.89;0.00;33.00;36.38;7.39;223.03;1.94;201.80
2014;01;19;17;00;22.42;0.00;17.00;38.94;5.60;225.00;1.08;180.00
2014;01;19;18;00;20.72;0.00;75.00;10.94;3.60;233.13;0.72;180.00
2014;01;19;19;00;19.82;0.00;74.00;0.00;1.84;258.69;1.08;180.00
2014;01;19;20;00;19.15;0.00;78.00;0.00;1.08;360.00;1.84;168.69
2014;01;19;21;00;18.82;0.00;82.00;0.00;3.10;35.54;2.19;170.54
2014;01;19;22;00;18.53;0.00;76.00;0.00;4.58;45.00;2.55;171.87
2014;01;19;23;00;18.18;0.00;57.00;0.00;5.09;45.00;2.90;172.87
2014;01;20;00;00;17.69;0.00;25.00;0.00;5.35;42.27;3.24;180.00
2014;01;20;01;00;17.14;0.00;4.00;0.00;5.90;37.57;3.32;192.53
2014;01;20;02;00;16.58;0.00;55.00;0.00;6.19;35.54;3.55;203.96
2014;01;20;03;00;16.31;0.00;70.00;0.00;6.79;32.01;2.90;209.74
2014;01;20;04;00;13.52;0.00;2.00;0.00;9.36;22.62;3.96;90.00
2014;01;20;05;00;12.72;0.00;1.00;0.00;9.57;19.80;4.33;85.24
2014;01;20;06;00;11.74;0.00;0.00;0.00;9.90;19.09;4.90;72.90
2014;01;20;07;00;10.84;0.00;0.00;3.54;10.70;19.65;6.12;61.93
2014;01;20;08;00;11.42;0.00;0.00;60.00;10.70;19.65;7.73;62.24
2014;01;20;09;00;14.18;0.00;0.00;60.00;7.86;15.95;7.41;60.95
2014;01;20;10;00;17.96;0.00;1.20;60.00;4.55;18.43;6.61;60.64
2014;01;20;11;00;20.61;0.00;2.10;59.23;2.74;23.20;6.79;57.99
2014;01;20;12;00;22.32;0.00;1.80;58.66;0.36;360.00;7.42;50.91
2014;01;20;13;00;23.40;0.00;0.90;58.85;0.80;243.43;5.90;37.57
2014;01;20;14;00;23.92;0.00;0.00;59.43;2.10;239.04;5.19;33.69
2014;01;20;15;00;23.92;0.00;0.00;60.00;3.42;251.57;5.35;19.65
2014;01;20;16;00;23.37;0.00;0.00;60.00;3.67;258.69;7.17;17.53
2014;01;20;17;00;21.76;0.00;0.00;60.00;2.52;270.00;8.37;25.46
2014;01;20;18;00;20.17;0.00;0.00;14.32;2.04;315.00;8.40;30.96
2014;01;20;19;00;19.31;0.00;0.00;0.00;3.60;360.00;7.79;33.69
2014;01;20;20;00;18.56;0.00;0.00;0.00;5.59;14.93;7.79;33.69
2014;01;20;21;00;18.07;0.00;0.00;0.00;6.62;22.38;8.09;32.28
2014;01;20;22;00;17.62;0.00;0.60;0.00;7.63;19.29;7.73;27.76
2014;01;20;23;00;17.04;0.00;9.30;0.00;8.56;22.25;8.22;28.81
2014;01;21;00;00;16.29;0.00;13.20;0.00;9.23;20.56;8.05;26.57
2014;01;21;01;00;15.36;0.00;37.00;0.00;9.90;19.09;9.03;23.50
2014;01;21;02;00;14.12;0.00;54.00;0.00;10.70;19.65;9.57;19.80
2014;01;21;03;00;13.26;0.00;98.00;0.00;11.38;18.43;10.70;19.65
2014;01;21;04;00;13.08;0.00;100.00;0.00;11.84;19.54;10.38;33.69
2014;01;21;05;00;12.97;0.00;100.00;0.00;11.84;19.54;11.27;26.57
2014;01;21;06;00;12.87;0.00;100.00;0.00;12.30;20.56;12.07;26.57
2014;01;21;07;00;12.84;0.00;100.00;0.00;12.30;20.56;12.24;28.07
2014;01;21;08;00;13.85;0.00;100.00;0.00;11.38;18.43;11.61;29.74
2014;01;21;09;00;16.52;0.00;100.00;0.00;8.89;21.37;10.50;30.96
2014;01;21;10;00;19.75;0.00;100.00;0.00;7.42;22.83;9.51;29.48
2014;01;21;11;00;22.06;0.00;100.00;0.00;6.49;19.44;8.43;19.98
2014;01;21;12;00;23.60;0.00;100.00;0.00;4.74;8.75;8.76;9.46
2014;01;21;13;00;24.50;0.00;100.00;0.00;3.32;347.47;9.01;2.29
2014;01;21;14;00;24.89;0.00;100.00;0.00;2.81;320.19;8.28;360.00
2014;01;21;15;00;24.75;0.00;100.00;0.00;3.42;288.43;7.21;357.14
2014;01;21;16;00;24.15;0.00;100.00;0.00;3.98;275.19;7.28;351.47
2014;01;21;17;00;22.73;0.00;100.00;0.00;3.24;270.00;6.88;353.99
2014;01;21;18;00;21.24;0.00;100.00;0.00;2.28;288.43;5.76;360.00
2014;01;21;19;00;20.49;0.00;100.00;0.00;2.62;344.05;4.68;360.00
2014;01;21;20;00;20.18;0.00;100.00;0.00;3.96;360.00;5.40;360.00
2014;01;21;21;00;19.81;0.00;100.00;0.00;4.55;18.43;6.12;360.00
2014;01;21;22;00;19.50;0.00;100.00;0.00;5.35;19.65;6.49;3.18
2014;01;21;23;00;19.26;0.00;100.00;0.00;5.48;23.20;6.57;9.46
2014;01;22;00;00;18.97;0.00;100.00;0.00;5.96;25.02;7.07;14.74
2014;01;22;01;00;18.57;0.00;73.00;0.00;6.44;26.57;7.42;22.83
2014;01;22;02;00;18.02;0.00;56.00;0.00;6.76;25.20;7.41;29.05
2014;01;22;03;00;17.62;0.00;45.00;0.00;7.09;23.96;7.59;31.43
2014;01;22;04;00;16.55;0.00;4.00;0.00;7.10;30.47;5.48;23.20
2014;01;22;05;00;16.05;0.00;2.00;0.00;7.41;29.05;4.83;26.57
2014;01;22;06;00;15.50;0.00;3.00;0.00;7.73;27.76;4.51;28.61
2014;01;22;07;00;14.94;0.00;4.00;4.20;7.57;25.35;3.55;23.96
2014;01;22;08;00;14.79;0.00;48.00;57.45;7.41;29.05;2.41;26.57
2014;01;22;09;00;16.74;0.00;29.00;29.36;3.89;33.69;1.48;14.04
2014;01;22;10;00;19.28;0.00;35.00;41.49;1.84;78.69;2.52;360.00
2014;01;22;11;00;20.93;0.00;49.00;37.66;1.84;168.69;3.96;360.00
2014;01;22;12;00;22.03;0.00;59.00;28.72;3.76;196.70;3.62;354.29
2014;01;22;13;00;22.66;0.00;70.00;22.34;6.12;208.07;2.31;321.34
2014;01;22;14;00;22.78;0.00;77.00;15.32;8.29;214.38;2.88;270.00
2014;01;22;15;00;22.43;0.00;69.00;10.85;9.39;212.47;4.68;247.38
2014;01;22;16;00;21.56;0.00;38.00;15.96;9.09;213.69;5.69;251.57
2014;01;22;17;00;20.15;0.00;0.00;35.74;7.41;209.05;5.77;266.42
2014;01;22;18;00;18.65;0.00;1.00;16.28;5.96;205.02;4.33;265.24
2014;01;22;19;00;17.52;0.00;2.00;0.00;4.90;197.10;3.62;264.29
2014;01;22;20;00;16.51;0.00;1.00;0.00;3.60;180.00;2.90;240.26
2014;01;22;21;00;15.60;0.00;17.00;0.00;2.97;165.96;2.90;240.26
2014;01;22;22;00;14.78;0.00;32.00;0.00;2.55;135.00;2.31;231.34
2014;01;22;23;00;14.06;0.00;30.00;0.00;2.90;119.74;2.04;225.00
2014;01;23;00;00;13.39;0.00;36.00;0.00;3.08;110.56;1.80;216.87
2014;01;23;01;00;12.83;0.00;35.00;0.00;3.24;90.00;1.48;194.04
2014;01;23;02;00;12.38;0.00;41.00;0.00;3.67;78.69;0.80;153.43
2014;01;23;03;00;12.02;0.00;41.00;0.00;4.02;63.43;1.44;90.00
2014;01;23;04;00;12.73;0.00;27.00;0.00;6.99;34.51;4.83;63.43
2014;01;23;05;00;12.14;0.00;29.00;0.00;7.49;35.22;8.21;74.74
2014;01;23;06;00;11.40;0.00;31.00;0.00;8.09;32.28;10.18;81.87
2014;01;23;07;00;10.77;0.00;31.00;3.21;8.40;30.96;11.16;90.00
2014;01;23;08;00;11.42;0.00;29.00;40.21;8.37;25.46;11.17;88.15
2014;01;23;09;00;14.28;0.00;25.00;41.49;5.32;28.30;10.95;80.54
2014;01;23;10;00;16.53;0.00;18.00;44.04;4.90;53.97;10.83;68.55
2014;01;23;11;00;18.31;0.00;5.10;48.51;4.55;71.57;11.38;55.30
2014;01;23;12;00;19.80;0.00;1.80;56.74;5.05;85.91;11.20;45.00
2014;01;23;13;00;20.91;0.00;6.60;58.85;4.32;90.00;9.50;37.30
2014;01;23;14;00;21.54;0.00;2.70;55.79;4.68;112.62;8.40;43.26
2014;01;23;15;00;21.52;0.00;1.20;58.28;4.33;131.63;7.20;53.13
2014;01;23;16;00;20.86;0.00;1.00;59.23;3.89;146.31;5.32;61.70
2014;01;23;17;00;19.39;0.00;10.00;59.36;2.28;161.57;6.62;67.62
2014;01;23;18;00;17.97;0.00;26.00;15.42;1.08;90.00;7.90;65.77
2014;01;23;19;00;16.98;0.00;30.00;0.00;3.10;54.46;9.29;54.46
2014;01;23;20;00;16.04;0.00;30.00;0.00;5.35;47.73;11.25;39.81
2014;01;23;21;00;15.21;0.00;28.00;0.00;6.92;38.66;14.02;29.20
2014;01;23;22;00;14.42;0.00;26.00;0.00;8.29;34.38;16.58;27.12
2014;01;23;23;00;13.73;0.00;30.00;0.00;9.34;27.55;17.92;22.44
2014;01;24;00;00;13.21;0.00;30.00;0.00;9.98;25.64;18.25;22.01
2014;01;24;01;00;12.83;0.00;30.00;0.00;10.31;24.78;17.92;22.44
2014;01;24;02;00;12.51;0.00;55.00;0.00;10.97;23.20;19.19;23.20
2014;01;24;03;00;12.29;0.00;100.00;0.00;11.63;21.80;20.66;22.54
2014;01;24;04;00;12.75;0.00;100.00;0.00;10.64;23.96;16.92;38.09
2014;01;24;05;00;12.66;0.00;100.00;0.00;10.79;25.71;18.12;40.97
2014;01;24;06;00;12.58;0.00;100.00;0.00;11.11;24.90;18.60;42.65
2014;01;24;07;00;12.55;0.00;100.00;0.00;10.79;25.71;18.08;44.19
2014;01;24;08;00;13.50;0.00;100.00;0.00;9.83;23.75;17.06;45.86
2014;01;24;09;00;15.95;0.00;100.00;0.00;8.89;31.76;16.60;49.40
2014;01;24;10;00;18.10;0.00;100.00;0.00;8.91;43.36;15.41;52.59
2014;01;24;11;00;19.88;0.00;100.00;0.00;8.71;51.71;14.51;60.26
2014;01;24;12;00;21.26;0.00;100.00;0.00;7.41;60.95;13.53;64.80
2014;01;24;13;00;22.31;0.00;100.00;0.00;6.15;69.44;11.12;60.95
2014;01;24;14;00;23.03;0.00;100.00;0.00;5.09;81.87;9.20;59.42
2014;01;24;15;00;23.22;0.00;100.00;0.00;3.76;106.70;7.29;69.78
2014;01;24;16;00;22.90;0.00;100.00;0.00;2.31;128.66;6.30;59.04
2014;01;24;17;00;22.01;0.00;100.00;0.00;1.53;225.00;6.49;33.69
2014;01;24;18;00;20.84;0.00;100.00;0.00;2.19;279.46;6.73;15.52
2014;01;24;19;00;19.85;0.00;100.00;0.00;1.80;323.13;6.52;6.34
2014;01;24;20;00;19.15;0.00;100.00;0.00;2.55;351.87;5.76;360.00
2014;01;24;21;00;18.80;0.00;100.00;0.00;3.62;5.71;5.04;360.00
2014;01;24;22;00;18.52;0.00;100.00;0.00;4.55;18.43;4.32;360.00
2014;01;24;23;00;18.32;0.00;100.00;0.00;5.48;23.20;3.96;360.00
2014;01;25;00;00;18.04;0.00;82.00;0.00;6.29;23.63;3.96;360.00
2014;01;25;01;00;17.68;0.00;69.00;0.00;6.95;21.25;4.69;4.40
2014;01;25;02;00;17.21;0.00;21.00;0.00;7.63;19.29;5.41;3.81
2014;01;25;03;00;16.60;0.00;14.00;0.00;8.09;20.85;6.13;3.37
2014;01;25;04;00;15.55;0.00;100.00;0.00;6.62;22.38;5.15;24.78
2014;01;25;05;00;15.32;0.00;100.00;0.00;7.09;23.96;4.51;28.61
2014;01;25;06;00;14.96;0.00;100.00;0.00;7.90;24.23;4.83;26.57
2014;01;25;07;00;14.68;0.00;100.00;0.00;7.75;21.80;4.51;28.61
2014;01;25;08;00;15.55;0.00;100.00;0.00;7.29;20.22;3.22;26.57
2014;01;25;09;00;18.00;0.00;13.00;0.00;4.68;22.62;2.62;15.95
2014;01;25;10;00;20.23;0.00;0.00;51.70;2.31;38.66;1.08;360.00
2014;01;25;11;00;21.79;0.00;0.00;60.00;1.08;180.00;1.30;303.69
2014;01;25;12;00;22.88;0.00;0.00;60.00;3.83;221.19;2.52;270.00
2014;01;25;13;00;23.25;0.00;1.00;60.00;6.88;227.12;5.09;261.87
2014;01;25;14;00;23.31;0.00;28.00;59.36;9.18;228.18;7.29;249.78
2014;01;25;15;00;23.08;0.00;3.00;42.13;10.74;230.44;9.03;246.50
2014;01;25;16;00;22.46;0.00;44.00;58.09;11.02;231.63;10.16;247.07
2014;01;25;17;00;21.42;0.00;20.00;31.91;8.50;233.62;9.42;263.42
2014;01;25;18;00;20.16;0.00;0.00;15.13;6.13;229.76;8.64;270.00
2014;01;25;19;00;19.16;0.00;0.00;0.00;4.33;228.37;8.31;265.03
2014;01;25;20;00;18.37;0.00;0.00;0.00;2.81;219.81;7.34;258.69
2014;01;25;21;00;17.76;0.00;0.00;0.00;1.30;213.69;7.52;253.30
2014;01;25;22;00;17.34;0.00;0.00;0.00;0.00;180.00;7.86;254.05
2014;01;25;23;00;17.00;0.00;0.00;0.00;1.48;75.96;7.52;253.30
2014;01;26;00;00;16.69;0.00;0.00;0.00;2.62;74.05;7.86;254.05
2014;01;26;01;00;16.38;0.00;1.00;0.00;3.71;60.95;7.17;252.47
2014;01;26;02;00;16.05;0.00;19.00;0.00;4.39;55.01;6.73;254.48
2014;01;26;03;00;15.62;0.00;100.00;0.00;5.09;45.00;6.38;253.61
2014;01;26;04;00;14.33;0.00;3.30;0.00;5.40;36.87;5.15;257.91
2014;01;26;05;00;14.00;0.00;11.10;0.00;5.69;34.70;4.69;265.60
2014;01;26;06;00;13.75;0.00;50.00;0.00;6.19;35.54;3.60;270.00
2014;01;26;07;00;13.58;0.00;100.00;2.95;5.90;37.57;2.97;255.96
2014;01;26;08;00;13.91;0.00;100.00;0.00;5.19;33.69;3.88;248.20
2014;01;26;09;00;15.55;0.00;100.00;0.00;0.72;90.00;5.48;246.80
2014;01;26;10;00;16.73;0.00;100.00;0.00;3.88;201.80;6.44;243.43
2014;01;26;11;00;17.75;0.00;100.00;0.00;5.80;209.74;6.15;249.44
2014;01;26;12;00;18.63;0.00;100.00;0.00;6.70;216.25;5.09;261.87
2014;01;26;13;00;19.34;0.00;100.00;0.00;8.16;221.42;5.09;261.87
2014;01;26;14;00;19.89;0.00;59.00;0.00;9.16;225.00;5.94;255.96
2014;01;26;15;00;19.81;0.00;44.00;22.34;10.20;227.86;7.09;246.04
2014;01;26;16;00;19.28;0.00;44.00;31.91;10.44;226.40;7.29;249.78
2014;01;26;17;00;18.22;0.00;36.00;31.91;8.91;223.36;7.20;270.00
2014;01;26;18;00;16.98;0.00;30.00;12.47;6.64;220.60;6.99;281.89
2014;01;26;19;00;15.98;0.00;29.00;0.00;5.12;219.29;6.62;292.38
2014;01;26;20;00;15.17;0.00;28.00;0.00;3.71;209.05;5.50;301.61
2014;01;26;21;00;14.48;0.00;29.00;0.00;2.90;187.13;4.20;300.96
2014;01;26;22;00;13.89;0.00;29.00;0.00;2.19;170.54;3.22;296.57
2014;01;26;23;00;13.44;0.00;31.00;0.00;2.10;149.04;2.41;296.57
2014;01;27;00;00;13.09;0.00;32.00;0.00;1.80;126.87;2.31;308.66
2014;01;27;01;00;12.79;0.00;31.00;0.00;1.48;104.04;3.60;323.13
2014;01;27;02;00;12.45;0.00;29.00;0.00;1.80;90.00;4.90;342.90
2014;01;27;03;00;12.14;0.00;72.00;0.00;2.31;51.34;6.16;353.29
2014;01;27;04;00;12.67;0.00;21.00;0.00;4.39;34.99;3.98;354.81
2014;01;27;05;00;12.39;0.00;100.00;0.00;4.69;32.47;5.15;347.91
2014;01;27;06;00;12.14;0.00;100.00;0.00;5.00;30.26;5.80;352.87
2014;01;27;07;00;12.17;0.00;100.00;0.00;5.50;31.61;6.85;356.99
2014;01;27;08;00;12.59;0.00;100.00;0.00;5.32;28.30;7.21;357.14
2014;01;27;09;00;13.42;0.00;100.00;0.00;2.60;33.69;7.93;2.60
2014;01;27;10;00;14.99;0.00;28.00;0.00;0.72;360.00;8.35;7.43
2014;01;27;11;00;16.68;0.00;30.00;42.13;1.94;248.20;8.91;14.04
2014;01;27;12;00;18.07;0.00;33.00;40.85;3.89;236.31;6.99;11.89
2014;01;27;13;00;18.94;0.00;36.00;38.94;5.40;233.13;5.77;356.42
2014;01;27;14;00;19.38;0.00;37.00;37.02;7.29;237.09;6.73;344.48
2014;01;27;15;00;19.27;0.00;38.00;36.38;8.40;239.04;7.90;335.77
2014;01;27;16;00;18.62;0.00;57.00;35.74;8.79;235.01;9.18;334.44
2014;01;27;17;00;17.41;0.00;38.00;23.62;7.99;234.16;10.32;330.75
2014;01;27;18;00;16.18;0.00;31.00;12.62;6.76;244.80;11.61;330.26
2014;01;27;19;00;15.45;0.00;24.00;0.00;4.38;260.54;10.97;336.80
